train_loss,valid_loss
0.25601551163045666,0.8709774659230158
0.24351845247836051,0.8095003320620611
0.22137386719637278,0.7579641594336584
0.20475721472426306,0.7301127016544342
0.19484676024581812,0.7077558522041028
0.18974036657357518,0.6961865150011503
0.1849513383983057,0.6917113982714139
0.18160676371447648,0.6849447855582604
0.178731978128228,0.6793988553377298
0.17706437295750727,0.677790832061034
0.175592241596572,0.6736925634054037
0.1732593190066422,0.6719698791320508
0.17246654082702684,0.6691064169773688
0.17077211752722535,0.6708964361594274
0.16936532455154613,0.666312765616637
0.1688720719723762,0.6685593999349154
0.16752730027029786,0.6668705367124997
0.16678836979443515,0.666017254957786
0.16589348923556413,0.6639331120711106
0.16435265333592136,0.6654033087767087
0.16459552830533136,0.6643038002344278
0.16342921611628955,0.6650674618207492
0.16262848995908907,0.6640589466461768
0.16260749931576884,0.6651889360868014
0.16237299181992496,0.6660721210333017
0.16115159475350682,0.666391175526839
0.16105989319614217,0.6657991753174708
0.16007550928411604,0.6655470660099616
0.1598325500005408,0.6662358710399041
0.15935745816442032,0.6673666651432331
0.15882140869581246,0.6681760113972884
0.15838183953037746,0.6671695732153379
0.15823636420919926,0.668546722485469
0.15772915923897224,0.668162641616968
0.15707901327670376,0.670090342943485
0.15660507920422131,0.6684190264114966
0.1568167298277722,0.6723951582725232
0.15624760713758348,0.6720401553007272
0.1554070333891277,0.6719442560122564
0.15523279335679888,0.6736137385551746
