train_loss,valid_loss
0.0885595442219214,0.13310939632356167
0.08853410302915356,0.13452742959965358
0.08848867802457376,0.13471147824417462
0.08853583884510127,0.13472871194508942
0.08852927132763645,0.1347303595393896
0.08854018338024616,0.13473209704865108
0.08848873661323027,0.1347271159968593
0.08849566379054026,0.1347213409502398
0.08851768093352969,0.13471588102931326
0.08859595690261234,0.13472162424163384
0.08832576413723556,0.13472226380624555
0.0886430542238734,0.13472528975795617
0.08858527954329144,0.13471907732838934
0.08833779377693479,0.1347205200317231
0.08852830664678053,0.13472164117477156
0.08856384625489061,0.1347166093235666
0.0885002591054548,0.1347156260162592
0.08848594027486714,0.1347268120470372
0.08845293555747379,0.1347128709947521
0.08853638493879275,0.13471783138811588
0.08842244896699082,0.13471835987134415
0.08859325860711662,0.13471184586259452
0.08852619085122239,0.13470355726101182
0.08840899999168786,0.13470386866141448
0.08842024884440682,0.13470519029281355
0.08838917941532352,0.13470096598294648
0.08865692517296835,0.13470685143362393
0.08849386159669269,0.13470109772275796
0.08852817524563182,0.13470243002203378
0.08855618147010152,0.13469315760514952
0.08844189870763909,0.13469014486128633
0.08863028782335194,0.13469787009737708
0.08843953534960747,0.13469752923331477
0.08850089494477618,0.1346866429190744
0.08849619633772156,0.1346898383714936
0.08845310979946093,0.134694886139848
0.08839355121282014,0.1346859848973426
0.08852909657765519,0.13468525575643236
0.08839440684426915,0.13468968072398144
0.088406204669313,0.13468594002452763
0.08842549794776873,0.13469052213159474
0.08857878449965607,0.1346828995103186
0.08843737772919914,0.13467790677466177
0.08839616551995277,0.13467917777597904
0.08843992244113576,0.13466878912665628
0.08833281458778815,0.1346798970956694
0.08852459050037643,0.13467865200205284
0.08845893327485431,0.13467006486925212
0.08856000412594188,0.13466826504604382
0.08839123205027798,0.13467559286139227
