train_loss,valid_loss
0.23318598923774866,0.1337473573671146
0.2296891388984827,0.12891788950020616
0.21997784559543315,0.12205949798226357
0.20820091406886393,0.11583374271338637
0.19816639595306837,0.11116994798860767
0.19075671147841675,0.1081772345033559
0.18559799263110527,0.10630255573513833
0.18177326917648315,0.10496617887507785
0.17921047984407498,0.10391846502369101
0.17662866602723415,0.10306245960633863
0.17474982835925543,0.10234223975037987
0.17306156748762497,0.1017234582792629
0.17117995401987662,0.10117393444207581
0.16987725003407553,0.10066322406584566
0.16852971493051602,0.1002379920841618
0.16726930267535722,0.09986048276451501
0.16659876629710196,0.09950888614085587
0.16536291694411864,0.09917129440741106
0.16413112976230107,0.0988610837269913
0.16334217116236688,0.09859236008064313
0.1627435971911137,0.09834081374786117
0.1617927780518165,0.0981107142499902
0.16117406573433143,0.09789721625433727
0.16043351063361536,0.09769872956993905
0.1598347707436635,0.09751110981133851
0.1590679001349669,0.09734313393181021
0.15879790811584546,0.09719517192041333
0.15814613035091987,0.09704084000126882
0.15772240328101012,0.09690924090417949
0.1570527048638234,0.09678221206096085
0.1566628142618216,0.09664569194005294
0.15641083723077406,0.09654347454621033
0.15592062645233595,0.0964306148446419
0.15551035988789338,0.09633232788606123
0.15519106560028517,0.09622430479661985
0.1550082520223581,0.09614117198031057
0.15421053059399129,0.09606321553953669
0.15426638478843066,0.09598855631933971
0.15390460207485235,0.09592204134572636
0.1534078926134568,0.09584304140034047
0.15329165888520388,0.09578443657268178
0.15301120126476656,0.09573247148232027
0.15267445711562266,0.09567151455716653
0.1525274606851431,0.09562698226760734
0.1521038844321783,0.09558169095014984
0.1518394115452583,0.0955360299822959
0.15160286526840466,0.09548370277678425
0.15116937252191398,0.09543416750701991
0.15099623825114508,0.09540163962678476
0.15095452425571587,0.09536605048924685
