train_loss,valid_loss
0.2534313760226286,0.8604357517682589
0.24208029576494725,0.8027293269450848
0.22075299692304828,0.7536744291965778
0.2044137271144722,0.7235379769251897
0.19516829787930356,0.7082198720711929
0.18903431088864048,0.6945308951231149
0.18452691352820094,0.6882618505221146
0.1817375796882412,0.6789824320719793
0.17886195699625376,0.6750909204666431
0.17593039364754398,0.6686584124198327
0.17395913185952586,0.6662647792926202
0.17186980288994463,0.6629507541656494
0.17055932969986637,0.6598144219471858
0.169098194641403,0.657555525119488
0.16774702072143555,0.6558911433586707
0.16757032011128678,0.6541683811407822
0.166789854440508,0.652293874667241
0.16575262440910823,0.6503947927401617
0.16456114057498641,0.6497750396911914
0.16393702411198918,0.6489911446204553
0.16366402125811275,0.646857181420693
0.16300773337672028,0.6451482199705564
0.16207621878460993,0.6443991569372324
0.16139092579295364,0.6445727600501134
0.16221154924434952,0.6438884230760428
0.16100256861765175,0.642501950263977
0.1610456752248957,0.6408738631468552
0.16041634788241568,0.6404502643988683
0.1595080151588102,0.6402362607992612
0.1594252795735492,0.640516038124378
0.15942775448666344,0.6388593499477093
0.15856368500220624,0.6373077860245338
0.1580125827200805,0.6365507428462689
0.15772208458260645,0.6375800187771137
0.15758197707465932,0.6388401480821463
0.15687127741454523,0.6382293219749744
0.1564449615116361,0.6390240971858685
0.15674372573819342,0.6381369210206546
0.15540423678069176,0.6388340248511388
0.1557849246678473,0.6410707831382751
