train_loss,valid_loss
0.34584912210702895,0.1339182901111516
0.3463114532140585,0.133932569318197
0.3458715734573511,0.13393009572543882
0.34639341544646485,0.13392936760051685
0.3456616493371817,0.13392524607479572
0.34613696611844574,0.13392698967998679
0.34593687997414513,0.13390669362111526
0.34551227940962864,0.13392183794216675
0.3452741123162783,0.13392090153965083
0.3457592471287801,0.13389805501157587
0.3463016375899315,0.13389299606735056
0.3457133786036418,0.13390597226944836
0.345830312027381,0.13389309851283376
0.345807451238999,0.13387894071638584
0.34565010288586984,0.1338830996643413
0.34640281934004563,0.13387845947661184
0.3452079432514998,0.13388043066317384
0.3460742822060218,0.13385540348562328
0.3452074610269987,0.13386817716739394
0.34560913477952665,0.1338500033386729
